type,name,href,cols,context,data_keys
table,,,"Zach Tom
OT
Nov 10
Questionable
Nov 6: Tom (back) was a limited participant in practice Thursday.",,
table,,,"MarShawn Lloyd
RB
Nov 16
Injured Reserve
Nov 6: Packers head coach Matt LaFleur said that Lloyd (hamstring) recently headed to the West Coast to continue his rehab program, but the running back is without a clear timeline to return from injured reserve, Wes Hodkiewicz of the Packers' official site reports.",,
table,,,"Tucker Kraft
TE
Feb 9
Injured Reserve
Nov 4: The Packers placed Kraft (knee) on injured reserve Tuesday.",,
table,,,"Nick Niemann
LB
Nov 27
Injured Reserve
Nov 1: Niemann (pectoral) was placed on injured reserve Saturday.",,
table,,,"Jayden Reed
WR
Nov 10
Injured Reserve
Oct 29: Reed (collarbone, foot) remains on IR and has not yet had his 21-day practice window opened, but he spent time on the rehab field Wednesday, Rob Demovsky of ESPN.com reports.",,
table,,,"Collin Oliver
DE
Nov 10
Out
Oct 15: Head coach Matt LaFleur relayed Wednesday that Oliver is still working through a hamstring injury, and his ability to return from the reserve/PUP list is ""up in the air,"" Rob Demovsky of ESPN.com reports.",,
table,,,"Brenton Cox Jr.
DE
Nov 10
Injured Reserve
Sep 11: The Packers placed Cox (groin) on injured reserve Thursday.",,
table,,,"John Williams
G
Nov 10
Out
Aug 27: The Packers placed Williams (back) on the reserve/PUP list Tuesday, Wes Hodklewickz of the team's official site reports.",,
table,,,"Travis Glover
OT
Feb 9
Injured Reserve
Aug 6: The Packers placed Glover (shoulder) on injured reserve Wednesday, Tom Silverstein of the Milwaukee Journal Sentinel reports.",,
table,,,"Tytus Howard
OT
Nov 16
Out
Nov 7: Howard (concussion) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"Ed Ingram
G
Nov 16
Out
Nov 7: Ingram (knee) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"Christian Harris
LB
Nov 16
Out
Nov 7: Harris (shin) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"Jakob Johnson
FB
Nov 16
Injured Reserve
Nov 7: Johnson (hamstring) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"Harrison Bryant
TE
Nov 9
Questionable
Nov 7: Bryant (shoulder) is listed as questionable for Sunday's game against Jacksonville.",,
table,,,"Jalen Pitre
S
Nov 16
Out
Nov 7: Pitre (concussion) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"Ka'imi Fairbairn
PK
Nov 16
Out
Nov 7: Fairbairn (quad) has been ruled out for Sunday's game against the Jaguars.",,
table,,,"C.J. Stroud
QB
Nov 16
Out
Nov 5: Coach DeMeco Ryans noted Wednesday that Stroud (concussion) ""will be out"" Sunday against the Jaguars, Adam Schefter of ESPN and Ian Rapoport of NFL Network report.",,
table,,,"Jaylin Smith
CB
Dec 7
Injured Reserve
Nov 5: Smith (undisclosed) was placed on the injured reserve list Wednesday.",,
table,,,"Darrell Taylor
DE
Dec 7
Injured Reserve
Nov 5: Taylor (ankle) was placed on the injured reserve list Wednesday.",,
table,,,"Jimmie Ward
S
Nov 9
Out
Nov 3: Head coach DeMeco Ryans said Monday that Ward (foot) could return to practice within a few weeks, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Cade Stover
TE
Nov 9
Injured Reserve
Oct 23: Stover (foot) is expected back within the next few weeks, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Justin Watson
WR
Nov 9
Injured Reserve
Oct 8: Houston executive vice president and general manager Nick Caserio said Tuesday that he expects Watson (calf/Achilles) to return later this season, Sam Warren of the Houston Chronicle reports.",,
table,,,"Joe Mixon
RB
Nov 30
Out
Oct 7: Texans general manager Nick Caserio suggested Tuesday that Mixon's (foot/ankle) availability for the 2025 season hasn't yet been determined, but Houston expects to have more clarity on that front in the next three or four weeks, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Folorunso Fatukasi
DT
Nov 9
Injured Reserve
Oct 4: Fatukasi (shoulder) was placed on injured reserve Saturday.",,
table,,,"Tank Dell
WR
Nov 9
Out
Aug 26: The Texans placed Dell (knee) on the reserve/PUP list Tuesday.",,
table,,,"Brevin Jordan
TE
Feb 9
Injured Reserve
Aug 12: The Texans (knee) announced Tuesday that Jordan (knee) will be placed on IR, Jonathan M. Alexander of the Houston Chronicle reports.",,
table,,,"Kyonte Hamilton
DT
Feb 9
Injured Reserve
Aug 1: Houston placed Hamilton (ankle) on its injured reserve list Friday.",,
table,,,"Kurt Hinish
DT
Nov 9
Out
Jul 23: Hinish (undisclosed) was placed on the active/PUP list by the Texans on Wednesday.",,
table,,,"Anthony Gould
WR
Nov 9
Questionable
Nov 7: Gould (knee) is listed as questionable ahead of Sunday's matchup against the Falcons.",,
table,,,"Tyquan Lewis
DE
Nov 23
Out
Nov 7: Lewis (groin) has been ruled out ahead of Sunday's matchup against the Falcons.",,
table,,,"Samson Ebukam
DE
Nov 23
Out
Nov 7: Ebukam (knee) has been ruled out ahead of Sunday's matchup against the Falcons.",,
table,,,"DeForest Buckner
DT
Dec 14
Injured Reserve
Nov 7: Buckner (neck) was placed on injured reserve Friday.",,
table,,,"Charvarius Ward
CB
Nov 23
Injured Reserve
Nov 5: Ward (concussion) was spotted doing work on the field with a trainer Wednesday, Joel A. Erickson of The Indianapolis Star reports.",,
table,,,"Anthony Richardson Sr.
QB
Nov 23
Injured Reserve
Oct 26: Richardson underwent surgery Monday to repair his orbital fracture and could return from injured reserve later this season, Ian Rapoport of NFL Network reports.",,
table,,,"Mike Hilton
CB
Nov 9
Out
Oct 7: The Colts placed Hilton (shoulder) on the practice squad injured list Tuesday, Amanda Foster of the team's official site reports.",,
table,,,"Spencer Shrader
PK
Feb 9
Injured Reserve
Oct 7: The Colts placed Shrader (knee) on injured reserve Tuesday, Amanda Foster of the Colts' official site reports.",,
table,,,"Daniel Scott
S
Nov 9
Injured Reserve
Oct 4: Scott (knee) was placed on injured reserve Saturday.",,
table,,,"Jaylon Carlies
LB
Nov 9
Injured Reserve
Aug 26: The Colts placed Carlies (ankle) on injured reserve with a designation to return Tuesday, Amanda Foster of the team's official site reports.",,
table,,,"Hunter Wohler
S
Feb 9
Injured Reserve
Aug 18: Wohler (foot) was put on injured reserve by the Colts on Monday.",,
table,,,"Jacob Phillips
LB
Feb 9
Injured Reserve
Aug 18: Phillips (biceps) was placed on injured reserve by the Colts on Monday.",,
table,,,"Blake Freeland
OT
Feb 9
Injured Reserve
Aug 18: Freeland (leg) was placed on injured reserve by the Colts on Monday.",,
table,,,"D.J. Montgomery
WR
Feb 9
Injured Reserve
Aug 13: The Colts placed Montgomery (undisclosed) on the injured reserve list Wednesday.",,
table,,,"Justin Walley
CB
Feb 9
Injured Reserve
Aug 8: Walley (knee) was placed  on injured reserve Friday.",,
table,,,"Salvon Ahmed
RB
Feb 9
Injured Reserve
Aug 8: The Colts placed Ahmed (ankle) on injured reserve Friday.",,
table,,,"Jack Wilson
OT
Feb 9
Injured Reserve
Jul 28: Wilson (undisclosed) was placed on injured reserve by the Colts on Monday.",,
table,,,"Ezra Cleveland
G
Nov 16
Out
Nov 7: Cleveland (knee) has been ruled out for Sunday's matchup versus Houston.",,
table,,,"Jourdan Lewis
CB
Nov 16
Out
Nov 7: Lewis (neck) has been ruled out for Sunday's game against the Texans.",,
table,,,"Hunter Long
TE
Nov 16
Out
Nov 7: Long (hip/knee) has been ruled out for Sunday's game against the Texans.",,
table,,,"Brian Thomas Jr.
WR
Nov 16
Out
Nov 7: Thomas (ankle) has been ruled out for Sunday's game against the Texans after not practicing this week.",,
table,,,"Eric Murray
S
Nov 30
Injured Reserve
Oct 31: The Jaguars placed Murray (neck) on injured reserve Friday.",,
table,,,"Travis Hunter
WR
Nov 30
Injured Reserve
Oct 31: The Jaguars placed Hunter (knee) on injured reserve Friday.",,
table,,,"Brenton Strange
TE
Nov 16
Injured Reserve
Oct 10: Strange (quadriceps) is expected to miss at least five weeks due to a quadriceps and hip injury that includes a ligament tear, NFL Insider Jordan Schultz reports.",,
table,,,"Jalen McLeod
LB
Nov 9
Injured Reserve
Aug 27: McLeod (lower body) was placed on injured reserve with a designation to return Tuesday.",,
table,,,"Caleb Ransaw
CB
Feb 9
Injured Reserve
Aug 27: Jacksonville placed Ransaw (lower body) on its injured reserve list Tuesday.",,
table,,,"Joshua Cephus
WR
Feb 9
Injured Reserve
Aug 21: Cephus (undisclosed) reverted to injured reserve with the Jaguars on Thursday, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Cooper Hodges
OT
Nov 9
Out
Jun 6: Hodges (knee) cleared waivers and reverted to Jacksonville's PUP list Thursday, Demetrius Harvey of The Florida Times-Union reports.",,
table,,,"Isiah Pacheco
RB
Nov 16
Out
",,
table,,,"Jawaan Taylor
OT
Nov 16
Questionable
Nov 2: Taylor (ankle) is questionable to return to Kansas City's matchup versus the Bills.",,
table,,,"Omarr Norman-Lott
DT
Feb 9
Injured Reserve
Oct 21: The Chiefs placed Norman-Lott (knee) on injured reserve Tuesday.",,
table,,,"Nazeeh Johnson
S
Nov 16
Injured Reserve
Aug 27: Johnson (shoulder) was placed on injured reserve Tuesday with a designation to return.",,
table,,,"Brandon George
LB
Feb 9
Injured Reserve
Aug 27: George (undisclosed) was placed on injured reserve Tuesday.",,
table,,,"Ethan Driskell
OT
Nov 16
Out
Aug 27: Driskell (appendix) was placed on the reserve/non-football injury list Tuesday.",,
table,,,"Jake Briningstool
TE
Nov 16
Injured Reserve
Aug 26: The Chiefs placed Briningstool (hamstring) on injured reserve Tuesday with a designation to return, per the NFL's transaction log.",,
table,,,"Felix Anudike-Uzomah
DE
Feb 9
Injured Reserve
Aug 18: Anudike-Uzomah (hamstring) was placed on injured reserve by the Chiefs on Monday.",,
table,,,"Deon Bush
S
Feb 9
Injured Reserve
Aug 11: The Chiefs placed Bush (Achilles) on injured reserve Monday.",,
table,,,"Janarius Robinson
DE
Feb 9
Injured Reserve
Aug 11: Kansas City placed Robinson (foot) on its injured reserve list Monday.",,
table,,,"Eric Scott Jr.
CB
Feb 9
Injured Reserve
Aug 3: Scott (undisclosed) reverted to injured reserve with Kansas City on Saturday, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Keaontay Ingram
RB
Feb 9
Injured Reserve
May 16: Ingram (undisclosed) reverted to injured reserve Friday, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Jackson Powers-Johnson
C
Nov 17
Doubtful
",,
table,,,"Geno Smith
QB
Nov 17
Questionable
Nov 6: Smith suffered a quad contusion in Thursday's 10-7 loss to the Broncos, Tom Pelissero of NFL Network reports.",,
table,,,"Tristin McCollum
S
Nov 17
Questionable
Nov 6: McCollum is being evaluated for a possible concussion during Thursday's game against the Broncos.",,
table,,,"Dylan Parham
G
Nov 17
Questionable
Nov 6: Parham (ankle) is questionable to return to Thursday's game against the Broncos.",,
table,,,"Zamir White
RB
Nov 17
Out
Nov 6: White (coach's decision) is inactive for Thursday's Week 10 battle against the Broncos.",,
table,,,"Caleb Rogers
G
Nov 17
Out
",,
table,,,"Carter Runyon
TE
Nov 17
Out
",,
table,,,"JJ Pegues
DT
Nov 17
Out
",,
table,,,"Leki Fotu
DT
Nov 17
Out
",,
table,,,"Aidan O'Connell
QB
Nov 17
Injured Reserve
Nov 5: O'Connell (wrist) has been ruled out for Thursday's game against the Broncos.",,
table,,,"Brennan Jackson
LB
Nov 17
Injured Reserve
Oct 3: The Raiders placed Jackson on injured reserve Friday due to a foot injury.",,
table,,,"Kolton Miller
OT
Nov 17
Injured Reserve
Sep 30: Las Vegas placed Miller (ankle) on its injured reserve list Tuesday.",,
table,,,"Deane Leonard
CB
Nov 9
Questionable
",,
table,,,"Da'Shawn Hand
DT
Nov 9
Questionable
",,
table,,,"Josh Harris
LS
Nov 9
Questionable
",,
table,,,"Bobby Hart
OT
Nov 16
Out
Nov 7: Hart (knee/ankle) has been ruled out for Sunday's game against the Steelers, Eric Smith of the Chargers' official site reports.",,
table,,,"Benjamin St-Juste
CB
Nov 9
Questionable
Nov 7: St-Juste (groin) is listed as questionable for Sunday's game against the Steelers, Eric Smith of the Chargers' official site reports.",,
table,,,"Tarheeb Still
CB
Nov 9
Doubtful
Nov 7: Still (knee) is listed as doubtful for Sunday's game against the Steelers, Eric Smith of the Chargers' official site reports.",,
table,,,"KeAndre Lambert-Smith
WR
Nov 9
Questionable
Nov 7: Lambert-Smith (hamstring) is listed as questionable for Sunday's game against the Steelers, Eric Smith of the Chargers' official site reports.",,
table,,,"Omarion Hampton
RB
Nov 30
Injured Reserve
Nov 7: Hampton (ankle) is working off to the side at Friday's practice, Daniel Popper of The Athletic reports.",,
table,,,"Joe Alt
OT
Feb 9
Injured Reserve
Nov 5: The Chargers placed Alt (ankle) on injured reserve Wednesday, Aaron Wilson of KPRC 2 Houston reports.",,
table,,,"Rick Lovato
LS
Feb 9
Reserve-Ret
Nov 4: The Chargers placed Lovato (undisclosed) on the reserve/retired list Tuesday.",,
table,,,"Hassan Haskins
RB
Dec 8
Injured Reserve
Nov 1: The Chargers placed Haskins (hamstring) on injured reserve Saturday.",,
table,,,"Otito Ogbonnia
DT
Nov 30
Injured Reserve
Oct 21: The Chargers placed Ogbonnia (elbow) on injured reserve Tuesday.",,
table,,,"Najee Harris
RB
Feb 9
Injured Reserve
Sep 24: The Chargers placed Harris (Achilles) on IR on Wednesday.",,
table,,,"Eric Rogers
CB
Nov 9
Injured Reserve
Aug 27: Rogers (undisclosed) was placed on injured reserve by the Chargers on Wednesday.",,
table,,,"Junior Colson
LB
Feb 9
Injured Reserve
Aug 27: The Chargers placed Colson (shoulder) on injured reserve Tuesday, ruling him out for the entire 2025 season,",,
table,,,"Jordan Oladokun
CB
Feb 9
Injured Reserve
Aug 15: Oladokun (undisclosed) reverted to the Chargers' injured reserve list Friday, per the NFL's transaction log.",,
table,,,"Rashawn Slater
OT
Feb 9
Injured Reserve
Aug 9: The Chargers placed Slater (knee) on injured reserve Saturday.",,
table,,,"Josh Fuga
DT
Feb 9
Injured Reserve
Aug 5: Fuga (undisclosed) reverted to the Chargers' injured reserve Tuesday, per the NFL's transaction log.",,
table,,,"Jordan Whittington
WR
Nov 9
Questionable
Nov 6: Whittington (back) did not participate in practice for the second day in a row Thursday, Adam Caplan of SiriusXM NFL Radio reports.",,
table,,,"Tutu Atwell
WR
Nov 30
Injured Reserve
Oct 27: The Rams placed Atwell (hamstring) on injured reserve Monday.",,
table,,,"Ahkello Witherspoon
CB
Dec 7
Injured Reserve
Sep 15: The Rams placed Witherspoon (collarbone) on injured reserve Monday.",,
table,,,"Keir Thomas
LB
Feb 9
Injured Reserve
Aug 19: The Rams placed Thomas (undisclosed) on injured reserve Tuesday.",,
table,,,"Chop Robinson
LB
Nov 16
Out
",,
table,,,"Ashtyn Davis
S
Nov 9
Questionable
Nov 7: Davis (quadriceps) is listed as questionable for Sunday's game against the Bills, Marcel Louis-Jacques of ESPN.com reports.",,
table,,,"Rasul Douglas
CB
Nov 9
Doubtful
Nov 7: Douglas (foot) is listed as doubtful for Sunday's game against the Bills, Marcel Louis-Jacques of ESPN.com reports.",,
table,,,"Ollie Gordon II
RB
Nov 9
Questionable
Nov 7: Gordon (ankle) is questionable for Sunday's game against the Bills, David Furones of the South Florida Sun Sentinel reports.",,
table,,,"Julian Hill
TE
Nov 9
Questionable
Nov 7: Hill (ankle) is questionable for Sunday's game against the Bills, David Furones of the South Florida Sun Sentinel reports.",,
table,,,"Dee Eskridge
WR
Nov 16
Out
Nov 7: Eskridge (shoulder) won't play Sunday against the Bills, Marcel Louis-Jacques of ESPN.com reports.",,
table,,,"Ifeatu Melifonwu
S
Nov 9
Questionable
",,
table,,,"Storm Duck
CB
Feb 9
Injured Reserve
Oct 28: The Dolphins placed Duck (knee) on injured reserve Tuesday.",,
table,,,"Darren Waller
TE
Nov 30
Injured Reserve
Oct 24: Waller's pectoral injury isn't expected to be season-ending, coach Mike McDaniel said Friday, David Furones of the South Florida Sun Sentinel reports.",,
table,,,"Tyreek Hill
WR
Feb 9
Injured Reserve
Oct 24: Hill (knee) hasn't decided if he will continue playing football or retire from the NFL, ESPN.com reports.",,
table,,,"Jason Sanders
PK
Nov 9
Injured Reserve
Oct 16: Dolphins special teams coordinator Craig Aukerman said Thursday that he's uncertain if Sanders (hip) is close to returning to action or if the kicker will be activated from injured reserve this season, Barry Jackson of the Miami Herald reports.",,
table,,,"Liam Eichenberg
OT
Nov 9
Out
Oct 6: Head coach Mike McDaniel said Monday that Eichenberg (undisclosed) still needs ""several weeks"" to return from his injury, David Furones of the South Florida Sun Sentinel reports.",,
table,,,"Austin Jackson
G
Nov 9
Injured Reserve
Oct 6: Per head coach Mike McDaniel on Monday, Jackson (toe) is still weeks away from returning from injured reserve, David Furones of the South Florida Sun Sentinel reports.",,
